name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Brammo,Automotive|Batteries|Clean Technology|Energy,66000000,operating,USA,OR,Medford,Ashland,5,2002-01-01,2010-09-22,2014-09-25
Branch,Curated Web|Messaging,2000000,acquired,USA,NY,New York City,New York,1,2011-09-01,2012-03-06,2012-03-06
Branch Metrics,Software,18050000,operating,USA,CA,SF Bay Area,Palo Alto,3,2014-04-15,2014-06-01,2015-02-26
Branch2,Health Care|Health Care Information Technology|Software,436818,operating,USA,WI,Madison,Middleton,3,2014-01-01,2014-03-04,2015-08-13
Branching Minds,Charter Schools|Education|K-12 Education|Marketplaces|Neuroscience|Parenting|Personal Health|Skill Assessment|Teachers,1350170,operating,USA,NY,New York City,New York,6,2013-01-01,2014-05-25,2015-06-15
BranchOut,Career Management|Employment|Facebook Applications|Mobile|Networking|Social Network Media,49000000,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-07-01,2010-09-17,2012-04-19
Brand Affinity Technologies,Advertising,27500000,operating,USA,CA,Anaheim,Irvine,2,2007-01-01,2010-08-24,2012-05-02
Brand Embassy,Analytics|B2B|Brand Marketing|Customer Service|Customer Support Tools|Sales and Marketing|Social Media|Software,1000000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-07-18,2014-02-19,2014-02-19
Brand.net,Advertising,27000000,acquired,USA,CA,SF Bay Area,San Mateo,3,2007-01-01,2007-11-12,2010-06-22
Brand Networks,Data Integration|Services|Social Media Advertising|Social Media Management|Social Media Marketing|Software,68000000,operating,USA,MA,Boston,Boston,1,2006-01-01,2013-06-06,2013-06-06
Brand Thunder,Brand Marketing|Browser Extensions|Public Relations|Web Browsers,1660000,operating,USA,OH,"Columbus, Ohio",Dublin,3,2006-07-06,2008-04-10,2009-01-28
"Brand Value Accelerator, LLC",E-Commerce|Internet Marketing,200000,operating,USA,NY,New York City,New York,1,2013-07-10,2013-11-20,2013-11-20
Extreme Reach (formerly BrandAds),Advertising|Analytics|Brand Marketing|Mobile|Sales and Marketing|Technology|Test and Measurement|Video,180000,acquired,USA,CA,SF Bay Area,Emeryville,1,2011-10-01,2011-10-14,2011-10-14
BrandBoards,Advertising|News|Web Development,500000,operating,USA,CA,SF Bay Area,Palo Alto,2,2011-08-01,2011-10-13,2012-02-01
Brandcast,Enterprise Software|Sales and Marketing|Web CMS,3300000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-06-01,2012-01-01,2013-01-01
Branded Online,Internet,4380000,closed,USA,CA,"Orange County, California",Santa Ana,2,2009-01-01,2014-04-30,2014-04-30
Brandfolder,Brand Marketing|Creative|Design|Sales and Marketing|Software,3118000,operating,USA,CO,Denver,Denver,3,2012-11-01,2013-03-01,2015-01-20
Branding Brand,Apps|E-Commerce Platforms|Mobile|Mobile Commerce|Mobile Software Tools|Web Development,17000000,operating,USA,PA,Pittsburgh,Pittsburgh,2,2008-03-01,2012-10-01,2013-09-19
Brandizi,Big Data|Email Marketing|Sales and Marketing|Small and Medium Businesses|Social Media Marketing|Software,500000,operating,USA,CA,SF Bay Area,San Ramon,1,2013-01-01,2013-01-01,2013-01-01
Brandle,Brand Marketing|Risk Management|Social Media,1050000,operating,USA,CA,Napa Valley,Petaluma,1,2011-09-01,2013-02-25,2013-02-25
Brandlive,Mass Customization|SaaS|Software,1715000,operating,USA,OR,"Portland, Oregon",Portland,4,2010-07-25,2010-07-01,2013-09-11
Brandwood Global,Advertising Platforms|Finance Technology|Software,410000,operating,USA,CA,Los Angeles,Valencia,3,2014-06-20,2015-01-07,2015-10-15
BrandYourself,Brand Marketing|Curated Web|Employment|Entrepreneur|Human Resources|Internet|Personalization|Reputation|Search|SEO|Social Media,6215000,operating,USA,NY,New York City,New York,6,2009-04-08,2008-04-01,2014-06-05
Branto Inc.,Consumer Electronics|Gadget|Home Automation|Internet of Things,850000,operating,USA,DE,Dover,Dover,1,2013-01-01,2014-01-01,2014-01-01
Brash Entertainment,Games,400000000,operating,USA,CA,Los Angeles,Los Angeles,1,2007-01-01,2007-06-03,2007-06-03
Brass Monkey,Android|Apps|Games|iPhone,750000,operating,USA,MA,Boston,Jamaica Plain,1,2010-06-23,2012-01-18,2012-01-18
BraveNew,Communities|Education|Enterprise Software|Knowledge Management,1845836,operating,USA,CA,SF Bay Area,San Francisco,3,2011-06-05,2010-03-01,2013-04-01
Bravo,Finance Technology,550000,operating,USA,AZ,Phoenix,Phoenix,1,2014-01-01,2013-10-01,2013-10-01
Bravo Wellness,Health and Wellness,22000000,operating,USA,OH,Cleveland,Cleveland,1,2008-01-01,2014-08-12,2014-08-12
BravoSolution,Software,8080000,operating,USA,PA,Philadelphia,Malvern,2,1995-01-01,2005-08-16,2007-06-01
Brayola,Consumer Internet|Crowdsourcing|Fashion|Lingerie|Marketplaces|Personalization,1450000,operating,USA,NY,New York City,New York,3,2013-03-01,2013-03-01,2015-06-01
Brazen,Enterprise Software,6800000,operating,USA,WI,Madison,Madison,4,2008-01-01,2010-01-01,2015-06-25
Brazzlebox,Social Network Media,1300000,operating,USA,NY,Syracuse,Syracuse,1,2012-02-05,2013-01-20,2013-01-20
Alta Motors,Automotive|Clean Technology,6300000,operating,USA,CA,SF Bay Area,Brisbane,3,2011-01-01,2012-10-03,2014-10-01
Breach Security,Security,31000000,acquired,USA,CA,San Diego,Carlsbad,4,2004-01-01,2006-05-30,2009-05-21
Bread,Advertising,4400000,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-01-01,2011-02-01
Break Media,Advertising|Entertainment|Games|Internet|Mens Specific|Sales and Marketing|Video,21400000,acquired,USA,CA,Los Angeles,Los Angeles,2,1998-01-01,2006-03-01,2007-07-01
Breaking Media,Events|News,2800000,operating,USA,NY,New York City,New York,2,2006-01-01,2010-01-01,2015-04-10
BreakingPoint Systems,Security,20000000,acquired,USA,TX,Austin,Austin,2,2005-08-28,2007-11-12,2010-04-22
Makeable,E-Commerce|Manufacturing|Marketplaces|Mobile Commerce,2081497,operating,USA,NY,New York City,New York,2,2012-01-01,2014-04-03,2015-02-23
Breakthrough Behavioral,Health and Wellness|Health Care|Marketplaces|Medical|Therapeutics,5900000,operating,USA,CA,SF Bay Area,Redwood City,2,2009-01-01,2012-08-13,2013-07-11
Breaktime Studios,Games|Mobile Games|Social Games,17363449,operating,USA,CA,SF Bay Area,San Francisco,4,2011-03-01,2011-11-14,2013-04-01
BreathalEyes,Apps|Technology,30000,operating,USA,TN,Nashville,Nashville,1,2011-01-01,2014-08-28,2014-08-28
BreatheAmerica,Health and Wellness,29800000,operating,USA,TN,Nashville,Nashville,4,2006-01-01,2008-06-20,2013-09-24
Breathe Technologies,Health and Wellness,38810000,operating,USA,CA,Anaheim,Irvine,3,2005-01-01,2008-03-28,2015-01-26
Breathometer,Hardware + Software|Health Care|Internet of Things|Mobile,4600000,operating,USA,CA,SF Bay Area,Burlingame,2,2012-09-01,2013-10-17,2014-08-30
Breeze,Automotive|Hardware|Payments|RFID,10000,operating,USA,MD,"Washington, D.C.",Southern Md Facility,1,2012-11-01,2013-12-01,2013-12-01
Breezeplay,Hardware + Software,500000,operating,USA,NC,Charlotte,Charlotte,1,2008-01-01,2009-08-25,2009-08-25
Breezeworks,Local|Mobile,7000000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2013-09-09,2014-11-18
BreezoMeter,Apps|Developer APIs|Environmental Innovation|Mobile|Mobile Health,1800000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-02-16,2015-06-25,2015-06-25
Breezy,Apps|Enterprises|Enterprise Software|Mobile|Printing,2750000,operating,USA,CA,SF Bay Area,Oakland,2,2009-01-01,2011-03-08,2014-02-24
Breitbart News Network,News,10000000,operating,USA,CA,Los Angeles,Los Angeles,1,2007-01-01,2011-09-26,2011-09-26
Breker Verification Systems,Software,5000000,operating,USA,CA,SF Bay Area,Mountain View,1,2003-01-01,2012-07-12,2012-07-12
Bremer Financial Corporation,Banking,100000000,operating,USA,MN,MN - Other,Minnesota City,1,1943-01-01,2015-01-07,2015-01-07
"brettapproved, Inc.",Big Data|Online Travel|Peer-to-Peer|Reviews and Recommendations|Travel & Tourism,120000,operating,USA,AZ,Phoenix,Phoenix,1,2012-07-01,2013-11-27,2013-11-27
Brevado,Customer Service|Software,50000,operating,USA,NC,Raleigh,Durham,1,2013-09-01,2013-08-28,2013-08-28
Brevity,Software,11200000,operating,USA,CA,Los Angeles,Burbank,3,2010-01-01,2012-01-01,2013-06-12
Briabe Mobile,Advertising|App Marketing|Mobile|SMS,2000000,operating,USA,CA,Los Angeles,Venice,1,2005-01-01,2011-04-19,2011-04-19
BrickTrends,Advertising|E-Commerce,1000000,operating,USA,TX,Austin,Austin,1,2013-08-01,2013-08-01,2013-08-01
Brickleys Property Solutions,Property Management|Real Estate,220000,operating,USA,NM,Albuquerque,Albuquerque,1,2007-07-01,2014-10-14,2014-10-14
Brickstream,Analytics|Retail,44368583,operating,USA,GA,Atlanta,Norcross,7,2000-01-01,2003-03-18,2015-01-30
Bricsnet,Real Estate,23000000,operating,USA,CA,SF Bay Area,San Francisco,2,1986-01-01,2007-10-17,2010-12-01
Bridesandlovers.com,Online Dating|Social Media,150000,operating,USA,FL,Tampa,St. Petersburg,1,2009-11-12,2010-02-01,2010-02-01
Brideside,Curated Web,1053485,operating,USA,IL,Chicago,Chicago,2,2012-01-01,2012-12-05,2015-04-15
Bridge Energy Group,Clean Energy|Clean Technology|Consulting|IT Management|Software,11000000,operating,USA,MA,Boston,Marlborough,2,2006-01-01,2011-09-19,2011-10-03
Bridge Semiconductor,Semiconductors,12539293,operating,USA,PA,Pittsburgh,Pittsburgh,5,1997-01-01,2009-09-03,2012-05-10
Bridge Software LLC,Building Products|Construction|Home Renovation|Software,900000,operating,USA,MO,St. Louis,St Louis,3,2012-09-24,2012-12-01,2014-04-11
Bridgecrest Medical,Analytics|Health Care Information Technology|Mobile|Mobile Health,30000,operating,USA,CA,San Diego,San Diego,2,2013-01-15,2014-01-01,2014-09-01
Bridgefy,Messaging|Mobile|Telecommunications,340000,operating,USA,CA,SF Bay Area,San Francisco,3,2014-08-26,2014-04-01,2015-05-01
Bridgeline Digital,Software,8205000,ipo,USA,MA,Boston,Burlington,4,2000-01-01,2012-06-07,2015-10-30
BridgeLux,Manufacturing,344789135,acquired,USA,CA,SF Bay Area,Sunnyvale,10,2002-01-01,2006-04-03,2012-02-13
BridgePoint Medical,Health Care,35301007,acquired,USA,MN,Minneapolis,Plymouth,5,2005-01-01,2007-01-23,2011-03-25
BridgePort Networks,Software,23000000,acquired,USA,IL,Chicago,Chicago,2,2002-01-01,2004-01-27,2006-11-06
Bridgestream,Software,15000000,acquired,USA,CA,SF Bay Area,Redwood Shores,3,2000-01-01,2004-02-17,2006-04-05
Bridgevine,Advertising|Internet Marketing|Software,19150000,operating,USA,FL,Florida's Treasure Coast,Vero Beach,5,2003-01-01,2004-01-01,2009-06-03
BridgeWave Communications,Mobile|Wireless,47893037,operating,USA,CA,SF Bay Area,Santa Clara,9,1999-01-01,2002-10-02,2013-01-04
Briefcase,Software,318000,operating,USA,KS,Kansas City,Olathe,2,2013-03-15,2013-05-14,2013-12-17
BriefMe,Apps|Internet|News,400000,operating,USA,MA,Boston,Boston,1,2012-07-02,2014-04-01,2014-04-01
Brigade,Politics|Social Media|Social Network Media,9000000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-04-14,2014-08-06,2014-08-06
Briggo,Hospitality,10865285,operating,USA,TX,Austin,Austin,3,2011-01-01,2012-01-11,2015-01-27
BRIGHT,Finance Technology|Residential Solar,4120000,operating,USA,CA,SF Bay Area,San Francisco,2,2014-04-09,2015-02-25,2015-08-04
Bright Cellars,Wine And Spirits,2020000,operating,USA,MA,Boston,Cambridge,3,2014-01-01,2014-12-01,2015-08-18
Bright.com,Big Data|Curated Web|Recruiting,20000000,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-02-20,2012-06-19,2013-09-18
Bright Computing,Software,17000000,operating,USA,CA,SF Bay Area,San Jose,2,2009-10-01,2010-09-01,2014-07-28
Bright Funds,Consumer Internet|Financial Services|Nonprofits|Social Commerce,2950000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-02-08,2013-02-11,2015-06-10
Bright.md,Enterprise Software|Health Care Information Technology|Mobile Health|SaaS,4500000,operating,USA,OR,"Portland, Oregon",Portland,2,2014-01-01,2014-10-28,2015-04-23
Bright Pattern,Contact Centers|Customer Service|Customer Support Tools|Enterprise Software,7000000,operating,USA,CA,SF Bay Area,San Bruno,3,2010-01-01,2010-10-01,2013-10-04
Bright Power,Energy|Energy Management|Solar,6500000,operating,USA,NY,New York City,New York,2,2004-12-28,2013-05-31,2014-12-17
Bright View Technologies,Hardware + Software,26500000,operating,USA,NC,Raleigh,Morrisville,3,2002-01-01,2006-01-01,2009-04-22
Brightbox Charge,Mobile,3046171,operating,USA,NY,New York City,New York,3,2011-01-01,2013-02-28,2015-07-30
BrightBytes,Analytics|Big Data|Big Data Analytics,51470000,operating,USA,CA,SF Bay Area,San Francisco,5,2012-03-01,2012-03-03,2015-07-21
BrightDoor Systems,Internet|Real Estate|SaaS,2200000,operating,USA,NC,Raleigh,Cary,2,2005-01-01,2007-04-13,2008-09-01
BrightEdge,Search|SEO,61900000,operating,USA,CA,SF Bay Area,San Mateo,4,2007-01-01,2008-08-08,2013-06-11
Brighter.com,Curated Web,28000000,operating,USA,CA,Los Angeles,Santa Monica,3,2011-01-01,2011-01-01,2013-10-29
Brightergy,Energy|Energy Efficiency|Energy IT|Energy Management|Enterprise Software,5100000,operating,USA,MO,Kansas City,Kansas City,2,2010-01-01,2011-10-16,2013-08-01
BrightFarms,Clean Technology|Organic Food,25250000,operating,USA,NY,New York City,New York,4,2011-01-01,2011-12-13,2015-11-06
BrightFunnel,Enterprise Software,8948000,operating,USA,CA,SF Bay Area,San Francisco,4,2012-10-25,2013-02-01,2015-12-02
Brightkite,Android|Chat|Finance|Gps|iPhone|Local|Location Based Services|Maps|Mobile|Social Media|Social Network Media,2094920,acquired,USA,CA,SF Bay Area,Burlingame,4,2007-01-01,2007-08-01,2009-07-06
"Brightleaf Solutions, Inc.",Legal,3000000,operating,USA,MA,Boston,Brookline,1,2006-01-01,2010-04-01,2010-04-01
BrightLine,Advertising|Messaging|Television,30000000,operating,USA,NY,New York City,New York,1,2003-01-01,2011-07-19,2011-07-19
BrightLocker,E-Commerce Platforms|Entertainment|Games|Software|Video Games,2055000,operating,USA,TX,Austin,Round Rock,5,2014-03-28,2014-05-30,2015-05-15
BrightLot,Automotive|Fleet Management,430875,operating,USA,NY,New York City,New York,1,2006-01-01,2014-11-05,2014-11-05
BrightNest,Curated Web|Home Owners|Internet,950000,acquired,USA,CO,Denver,Denver,1,2011-01-01,2011-11-01,2011-11-01
BrightQube,Creative|Curated Web|Design|E-Commerce|Franchises|Image Recognition|Internet|Marketplaces|Photography|Sales and Marketing|Search|Stock Exchanges|Web Development,850000,closed,USA,CA,San Diego,Carlsbad,2,2006-10-01,2007-05-01,2008-05-27
BrightRoll,Advertising|Advertising Platforms|Online Video Advertising|Software,40242738,acquired,USA,CA,SF Bay Area,San Francisco,6,2006-01-01,2006-08-01,2014-06-16
BrightScope,Finance,5900000,operating,USA,CA,San Diego,San Diego,3,2008-02-01,2008-05-31,2012-09-12
BrightSource Energy,Clean Technology|Energy|Solar,845000000,ipo,USA,CA,SF Bay Area,Oakland,9,2004-01-01,2006-11-01,2013-07-25
BrightSpec,Chemicals,1550000,operating,USA,VA,"Washington, D.C.",Charlottesville,1,2012-01-01,2015-05-22,2015-05-22
Brightstar,Distribution|Insurance|Mobile|Mobility|Supply Chain Management|Wireless,283000000,acquired,USA,FL,Miami,Miami,1,1997-01-01,2007-07-09,2007-07-09
Brightstorm,Education|Video,6000000,operating,USA,CA,SF Bay Area,San Francisco,1,2008-04-01,2008-10-21,2008-10-21
Signal,Ad Targeting|Advertising|CRM|Email|Enterprise Software|Mobile|SaaS|Social Media,50000000,operating,USA,IL,Chicago,Chicago,4,2009-09-26,2010-08-25,2013-11-15
BrightTALK,Advertising|Lead Generation|Semantic Web|Software|Video|Video Streaming,20500000,operating,USA,CA,SF Bay Area,San Francisco,1,2002-01-01,2011-09-27,2011-09-27
BrightWhistle,Advertising,3200000,acquired,USA,GA,Atlanta,Atlanta,3,2010-07-01,2011-07-26,2014-04-29
Brijot Imaging Systems,Software,14000000,acquired,USA,FL,Orlando,Lake Mary,1,2002-01-01,2007-08-20,2007-08-20
Brilig,Advertising,1800000,operating,USA,NY,New York City,New York,1,2009-01-01,2011-03-22,2011-03-22
Brill Street + Company,Human Resources|Recruiting|Staffing Firms,1287500,operating,USA,IL,Chicago,Chicago,1,2006-01-01,2007-11-20,2007-11-20
Brilliant Bicycles,Bicycles|Design|Fitness,1500000,operating,USA,CA,Los Angeles,Los Angeles,1,2014-01-01,2015-05-27,2015-05-27
Brilliant Telecommunications,Web Hosting,28426018,operating,USA,CA,SF Bay Area,Campbell,6,2004-01-01,2007-02-01,2010-05-28
Bringhub,Curated Web|E-Commerce|Payments|SaaS|Social Commerce,2100000,operating,USA,CA,Los Angeles,Los Angeles,2,2012-10-01,2014-10-01,2015-04-20
BringIt,Games,4340000,acquired,USA,CA,SF Bay Area,San Francisco,3,2008-11-20,2008-05-05,2010-11-03
Bring Me That,Bridging Online and Offline|E-Commerce|Internet,450000,operating,USA,NY,New York City,New York,2,2013-01-01,2013-04-18,2014-07-01
BringMeTheNews,News,4000000,operating,USA,MN,Minneapolis,Minneapolis,2,2009-01-01,2010-08-10,2012-07-27
BringShare,Analytics|Internet Marketing,2831931,operating,USA,OH,"Columbus, Ohio",Columbus,5,2010-04-01,2011-03-23,2014-07-07
Brion Technologies,Semiconductors,19000000,acquired,USA,CA,SF Bay Area,Santa Clara,1,2002-01-01,2004-05-01,2004-05-01
Bristol-Myers Squibb,Biotechnology|Health and Wellness|Pharmaceuticals,15510000,ipo,USA,NY,New York City,New York,1,1887-01-01,2008-11-17,2008-11-17
Brit + Co,Digital Media|E-Commerce|Education|Media,27550000,operating,USA,CA,SF Bay Area,San Francisco,3,2011-11-01,2012-04-30,2015-06-09
Brite Solar,Nanotechnology,16674,operating,USA,CA,SF Bay Area,Los Gatos,2,2010-01-01,2014-12-19,2015-06-30
BriteHub,B2B|Industrial Automation|Manufacturing|Marketplaces,640000,operating,USA,CA,SF Bay Area,Oakland,1,2013-06-08,2014-01-15,2014-01-15
Britely,Curated Web,3900000,operating,USA,CA,SF Bay Area,Palo Alto,3,2007-01-01,2007-01-01,2009-09-03
Briteseed,Health Care,1000000,operating,USA,IL,Chicago,Chicago,1,2012-07-12,2014-01-15,2014-01-15
Brittmore Group,Industrial|Industrial Automation|Solar,1000000,operating,USA,CA,SF Bay Area,San Jose,1,2010-01-01,2014-03-31,2014-03-31
BRIVAS,Biometrics|Data Security|Enterprise Software|Internet of Things|Mobile Security|Privacy,500000,operating,USA,CA,SF Bay Area,San Jose,4,2012-03-01,2013-01-01,2013-11-26
Brixco,Transportation,1166000,operating,USA,NE,Omaha,Omaha,1,2009-05-01,2015-02-26,2015-02-26
Broad Institute,Biotechnology,132500000,operating,USA,MA,Boston,Cambridge,2,2003-01-01,2012-01-26,2013-11-15
Broad Street Maps,Maps,17000,operating,USA,WA,Seattle,Seattle,1,2012-01-07,2014-05-01,2014-05-01
Broadband Networks Wireless Internet,Web Hosting,884586,operating,USA,IN,Indianapolis,Rushville,2,2003-01-01,2009-05-08,2010-03-05
Broadband Voice,Web Hosting,705000,operating,USA,MS,Jackson,Clinton,1,2006-01-01,2009-12-02,2009-12-02
Broadbus Technologies,Hardware + Software,57000000,acquired,USA,IL,Chicago,Libertyville,3,1999-11-01,2002-10-07,2005-08-26
Broadcast International,Software,21950000,operating,USA,UT,Salt Lake City,Midvale,2,1984-01-01,2010-12-24,2012-03-14
Broadcast Pix,Broadcasting|Software,3122503,operating,USA,MA,Boston,Billerica,4,2002-01-01,2011-03-15,2014-01-28
Broadcastr,Android|Audio|Consumer Electronics|Content|Gps|iPhone|Journalism|Location Based Services|Maps|Mobile|Parenting|Reviews and Recommendations|Social Media|Video Streaming|Wireless,2574556,closed,USA,NY,New York City,Brooklyn,1,2010-01-01,2012-12-10,2012-12-10
Broadchoice,Collaboration|File Sharing|Messaging,2700000,closed,USA,CA,SF Bay Area,San Mateo,1,2007-11-01,2008-01-01,2008-01-01
BroadClip,Software,8105000,closed,USA,CA,SF Bay Area,Livermore,6,2006-04-01,2008-12-03,2010-11-05
BroadHop,Web Hosting,5750095,acquired,USA,CO,Denver,Denver,2,2003-01-01,2009-08-05,2010-10-25
BroadLight,Software,44900000,acquired,USA,CA,SF Bay Area,Santa Clara,4,2000-06-01,2004-07-07,2007-09-11
BroadLogic Network Technologies,Web Hosting,41551329,acquired,USA,CA,SF Bay Area,San Jose,3,1998-01-01,2004-11-12,2009-07-01
BroadSoft,Software,44000000,ipo,USA,MD,"Washington, D.C.",Gaithersburg,3,1998-09-01,2002-09-09,2009-11-02
Broadview Networks,Enterprise Software,25000000,operating,USA,NY,New York City,Rye,1,1996-01-01,2012-09-20,2012-09-20
BroadWare Technologies,Games,7500000,acquired,USA,CA,SF Bay Area,Santa Clara,1,1995-01-01,2003-02-04,2003-02-04
Broadway Networks,Public Relations,2154000,closed,USA,CA,SF Bay Area,San Jose,3,2006-01-01,2009-08-27,2010-06-08
Broken Buy,Consumer Electronics,20000,operating,USA,WA,Seattle,Vancouver,1,2010-03-10,2014-06-04,2014-06-04
