company,funding_date,funding_amount_usd,investor
Smith-Estrada,2025-06-07,360690000,SoftBank
"Boyle, Hicks and Reese",2025-06-07,115081000,Sequoia
Smith-Mann,2025-06-07,295312000,Tiger Global
Velasquez-Davis,2025-06-07,845252000,Index Ventures
"Payne, Rangel and Dickerson",2025-06-07,39055000,Andreessen Horowitz
Miller Inc,2025-06-07,500073000,SoftBank
Barker Ltd,2025-06-07,1051245000,Andreessen Horowitz
"Jackson, Smith and Schroeder",2025-06-07,227709000,Tiger Global
Parker-Vaughan,2025-06-07,592425000,SoftBank
Edwards Group,2025-06-06,227399000,Index Ventures
Conner LLC,2025-06-06,783147000,SoftBank
Ruiz Inc,2025-06-06,318100000,Andreessen Horowitz
Mitchell-Hernandez,2025-06-06,1261356000,Andreessen Horowitz
"Brown, Moore and Morgan",2025-06-06,522374000,Tiger Global
Spencer and Sons,2025-06-06,4119623000,SoftBank
"Barajas, Parker and Webb",2025-06-06,4635231000,Accel
"Castillo, Pennington and Sanders",2025-06-06,147630000,Andreessen Horowitz
"Alvarado, Hays and King",2025-06-06,80677000,Index Ventures
Glass-Wilson,2025-06-06,4700556000,Andreessen Horowitz
"Rivera, Harrington and Calderon",2025-06-06,198572000,Accel
"Walker, Bryant and Morgan",2025-06-06,446878000,Y Combinator
Hall Inc,2025-06-06,648007000,Accel
Nash LLC,2025-06-06,366070000,Index Ventures
"Kirby, Mcdonald and Keith",2025-06-06,76887000,Sequoia
Mcdaniel-Walsh,2025-06-05,503360000,SoftBank
Jackson-Robles,2025-06-05,120029000,Andreessen Horowitz
"Murphy, Davis and Baker",2025-06-05,5575041000,Y Combinator
Mills-Trevino,2025-06-05,408544000,Andreessen Horowitz
"Jones, Rose and Smith",2025-06-05,274381000,SoftBank
Oconnell Inc,2025-06-05,324585000,Tiger Global
Fischer PLC,2025-06-05,423133000,Sequoia
"Aguilar, Gomez and Small",2025-06-05,122168000,Y Combinator
Zavala and Sons,2025-06-05,280155000,Andreessen Horowitz
"Whitehead, Patrick and Harrell",2025-06-05,620614000,Andreessen Horowitz
Thompson and Sons,2025-06-05,51892000,Index Ventures
Hamilton-Sanchez,2025-06-05,212506000,Index Ventures
"Johnson, Stewart and Hansen",2025-06-05,100316000,SoftBank
Martin-Larson,2025-06-05,109564000,Y Combinator
"Velazquez, Smith and Perez",2025-06-05,429800000,Index Ventures
Oliver Ltd,2025-06-05,79648000,Y Combinator
Coffey-Berg,2025-06-04,1302178000,Index Ventures
Wilkinson-Weber,2025-06-04,154076000,Sequoia
"Mckinney, Bentley and Ross",2025-06-04,164362000,Tiger Global
Mccoy-Mcdaniel,2025-06-04,495499000,Tiger Global
"Blackwell, Pineda and Ferguson",2025-06-04,115312000,Sequoia
Johnson-Hart,2025-06-04,2545973000,SoftBank
"Baker, Richard and Rodriguez",2025-06-04,314636000,Tiger Global
"Howell, Payne and Roth",2025-06-04,187103000,Accel
"Hawkins, Sullivan and White",2025-06-04,2035113000,Tiger Global
"Mccarthy, Murray and Turner",2025-06-04,86972000,Index Ventures
"Mason, Harris and Fernandez",2025-06-04,261238000,Andreessen Horowitz
Jones-Chung,2025-06-04,336746000,Y Combinator
Sanders Group,2025-06-04,21793000,Index Ventures
Dougherty and Sons,2025-06-04,1007181000,Accel
Ponce-Smith,2025-06-04,655826000,Accel
Walls Ltd,2025-06-04,1146035000,SoftBank
Rios-Johnson,2025-06-04,281439000,Sequoia
Martinez-Hess,2025-06-04,158457000,Accel
Ramos-Thompson,2025-06-04,911010000,Andreessen Horowitz
Rogers-Shepherd,2025-06-04,203650000,Y Combinator
"Thomas, Fernandez and Miles",2025-06-04,63688000,Tiger Global
Lara-Williamson,2025-06-04,661261000,Y Combinator
"Harris, Mendoza and Myers",2025-06-04,38492000,Sequoia
"Mccarty, Greer and Lewis",2025-06-03,665274000,Tiger Global
"Sutton, Webb and Baker",2025-06-03,606441000,Index Ventures
"Griffin, Farrell and Torres",2025-06-03,179708000,Andreessen Horowitz
Lester-Fox,2025-06-03,234995000,SoftBank
"Reed, Werner and Novak",2025-06-03,1104379000,Accel
Carrillo-Gutierrez,2025-06-03,858465000,Y Combinator
"Mcdonald, York and Jackson",2025-06-03,629112000,Andreessen Horowitz
"Cooper, Wilson and Waters",2025-06-03,379083000,Tiger Global
"Jenkins, Moore and Rogers",2025-06-03,96696000,SoftBank
"Lee, Lucero and Carter",2025-06-03,1410202000,SoftBank
Lee-Washington,2025-06-03,1207716000,Accel
Luna-Weaver,2025-06-03,1646198000,Sequoia
Koch-Krueger,2025-06-03,448628000,Tiger Global
Cook-Hopkins,2025-06-03,13788000,Sequoia
Salazar Ltd,2025-06-03,150936000,Index Ventures
Chambers Ltd,2025-06-02,173519000,Y Combinator
Winters PLC,2025-06-02,545348000,Accel
"Cordova, Brown and Walker",2025-06-02,1351120000,Tiger Global
"Wyatt, Gonzalez and Frank",2025-06-02,929319000,Index Ventures
"Wise, Bernard and Fuller",2025-06-02,337731000,Andreessen Horowitz
"Hoffman, Beck and Perez",2025-06-02,50999000,Sequoia
Ortiz Inc,2025-06-02,221625000,Andreessen Horowitz
Jones PLC,2025-06-02,1079042000,Sequoia
Mann Group,2025-06-02,210569000,Accel
"Church, Hernandez and Hoover",2025-06-02,250555000,Sequoia
Willis-Foster,2025-06-02,215043000,Andreessen Horowitz
"Reed, Joseph and Lozano",2025-06-02,358816000,Andreessen Horowitz
Taylor PLC,2025-06-02,1658353000,Andreessen Horowitz
"Larson, Ball and Foster",2025-06-01,259438000,Y Combinator
Wilkerson Ltd,2025-06-01,1753993000,SoftBank
Williams-Bell,2025-06-01,1139598000,Y Combinator
Blair PLC,2025-06-01,403168000,Accel
Warner Inc,2025-06-01,293656000,Accel
Kline and Sons,2025-06-01,186292000,Sequoia
"Rodriguez, Miller and Bishop",2025-06-01,168208000,Sequoia
Alvarado PLC,2025-06-01,2951618000,SoftBank
"Bradley, Williams and Carter",2025-06-01,997114000,Accel
Johnson Inc,2025-06-01,25005000,Y Combinator
"Mayo, Wright and Williams",2025-06-01,766639000,Index Ventures
Vaughn-Jackson,2025-06-01,95285000,Accel
"Meyer, Davis and Harvey",2025-06-01,161112000,Sequoia
"Rojas, Lucas and Hansen",2025-06-01,125931000,SoftBank
Lowe-Mitchell,2025-06-01,577124000,Andreessen Horowitz
Lewis-Mayer,2025-06-01,421663000,Y Combinator
Lewis LLC,2025-06-01,123122000,Y Combinator
Wilson Ltd,2025-06-01,1077540000,Y Combinator
Williams PLC,2025-06-01,579415000,SoftBank
Garcia and Sons,2025-06-01,122745000,Sequoia
Pham PLC,2025-05-31,5211651000,Index Ventures
Johnson-Curtis,2025-05-31,183786000,Index Ventures
Gonzalez and Sons,2025-05-31,364727000,SoftBank
Spencer Ltd,2025-05-31,1278142000,Sequoia
"Anderson, Parker and Charles",2025-05-31,307137000,Sequoia
"Cochran, Rivers and Ross",2025-05-31,456693000,SoftBank
"Knox, Flores and King",2025-05-31,318493000,Y Combinator
Wilson-Gibson,2025-05-31,114123000,Andreessen Horowitz
"Edwards, Cox and Terrell",2025-05-31,680074000,Y Combinator
Rodriguez-Owens,2025-05-31,2180804000,Tiger Global
Smith-Taylor,2025-05-31,296491000,Accel
Myers-Stevens,2025-05-30,5031163000,SoftBank
Owen and Sons,2025-05-30,1817070000,Andreessen Horowitz
"Brown, Thompson and Jackson",2025-05-30,598898000,Andreessen Horowitz
"Blair, Martin and Snyder",2025-05-30,1649594000,Sequoia
"Smith, Adams and Todd",2025-05-30,1343228000,Accel
Daniels-Norton,2025-05-30,153944000,Accel
"Valdez, Schroeder and Mendoza",2025-05-30,413625000,Accel
Cook and Sons,2025-05-30,737256000,Accel
Barr-Calderon,2025-05-30,2334508000,Tiger Global
Obrien-Bennett,2025-05-30,621600000,Tiger Global
Thomas Ltd,2025-05-30,2081153000,Andreessen Horowitz
Martinez Ltd,2025-05-30,240092000,Andreessen Horowitz
Ramirez Group,2025-05-30,313846000,Andreessen Horowitz
Moran-Stout,2025-05-29,3878426000,Andreessen Horowitz
Owens Inc,2025-05-29,1463055000,SoftBank
Manning-Morrison,2025-05-29,566206000,Tiger Global
Dodson-Murphy,2025-05-29,612908000,SoftBank
"Holloway, Blankenship and Clark",2025-05-29,1065487000,Index Ventures
Burns Inc,2025-05-29,739129000,Accel
Gordon-Johnson,2025-05-29,116137000,Accel
"Sanders, Johnson and Ramirez",2025-05-29,984360000,Y Combinator
"Johnson, Padilla and Perez",2025-05-29,59286000,Sequoia
"Mack, Rivera and Garza",2025-05-29,229425000,Index Ventures
Allen Ltd,2025-05-29,346783000,Sequoia
Campbell-Price,2025-05-28,267549000,Sequoia
Thomas Ltd,2025-05-28,200008000,Sequoia
Smith-Reynolds,2025-05-28,95961000,Tiger Global
Marsh PLC,2025-05-28,38949000,Tiger Global
Howe LLC,2025-05-28,249879000,Sequoia
"Thompson, Dunn and Mullen",2025-05-28,51250000,Sequoia
Short LLC,2025-05-28,223935000,Y Combinator
"Johnson, Johnson and Riley",2025-05-27,487534000,Y Combinator
Stewart-Rollins,2025-05-27,495412000,Sequoia
Peterson Ltd,2025-05-27,172688000,Accel
Velazquez-Fox,2025-05-27,345920000,Tiger Global
"Garcia, Rivers and Carter",2025-05-27,482270000,Tiger Global
"Barron, Rodgers and Edwards",2025-05-27,120587000,Index Ventures
Williams-Perez,2025-05-27,544438000,Index Ventures
Thompson-Marquez,2025-05-27,176905000,SoftBank
Moses PLC,2025-05-27,1669318000,Y Combinator
"Jones, Hawkins and Roman",2025-05-27,3290655000,Andreessen Horowitz
"Alexander, Martin and Flores",2025-05-27,1294222000,Index Ventures
Mcdonald-Barnes,2025-05-27,334641000,Index Ventures
Garcia-Caldwell,2025-05-27,386367000,Andreessen Horowitz
"Ross, Weeks and Wilson",2025-05-27,72814000,Sequoia
Benson Ltd,2025-05-27,54945000,Index Ventures
Lopez-Kelly,2025-05-27,248570000,Y Combinator
"Mckinney, Jordan and Park",2025-05-26,422243000,SoftBank
Mcclure-Taylor,2025-05-26,152328000,Accel
"Washington, Castaneda and Flynn",2025-05-26,348139000,Tiger Global
Reyes Inc,2025-05-26,343512000,Y Combinator
Sharp-Kim,2025-05-26,127412000,Index Ventures
Martin-Cardenas,2025-05-26,1172469000,Accel
Hart-Estes,2025-05-26,520916000,SoftBank
"Elliott, Wright and Greene",2025-05-26,160113000,Y Combinator
"Roberson, Sandoval and Lee",2025-05-26,322652000,Sequoia
"Jackson, Bailey and Taylor",2025-05-26,331784000,Y Combinator
Baldwin-Byrd,2025-05-26,209190000,SoftBank
Mcbride PLC,2025-05-26,378018000,Tiger Global
"Stewart, Arroyo and Mccarthy",2025-05-26,1544282000,Y Combinator
"Mills, Mcdowell and Graham",2025-05-26,38162000,Index Ventures
Griffith LLC,2025-05-25,318611000,Sequoia
Hall-Anthony,2025-05-25,183197000,Andreessen Horowitz
"Valentine, Campbell and Baker",2025-05-25,57407000,Accel
Hernandez-Harrison,2025-05-25,353279000,Tiger Global
"Day, Hill and Roberts",2025-05-25,114402000,Sequoia
Pratt Ltd,2025-05-25,1764055000,Sequoia
Schwartz-Nelson,2025-05-25,748242000,SoftBank
Smith-Mullen,2025-05-25,383231000,Sequoia
King Group,2025-05-25,299909000,Andreessen Horowitz
Medina Ltd,2025-05-25,211447000,Tiger Global
Robertson PLC,2025-05-25,339756000,Sequoia
Malone-Robertson,2025-05-25,183386000,SoftBank
"Young, Baker and Perkins",2025-05-24,910320000,Accel
Guerrero-Knapp,2025-05-24,191943000,SoftBank
Simmons and Sons,2025-05-24,819853000,Index Ventures
Jennings Group,2025-05-24,916701000,Andreessen Horowitz
"Jackson, Duran and Marquez",2025-05-24,148434000,SoftBank
Fernandez-May,2025-05-24,349793000,Accel
Williams-Lynch,2025-05-24,703703000,Sequoia
Riley Ltd,2025-05-24,2188097000,Sequoia
Murray-Vang,2025-05-24,495616000,Sequoia
Williams-Mejia,2025-05-23,684260000,Accel
"Martin, Jackson and Leblanc",2025-05-23,1248783000,Accel
Peters-Mitchell,2025-05-23,1649079000,Accel
Anderson Ltd,2025-05-23,541661000,Y Combinator
Ortega LLC,2025-05-23,1283783000,Index Ventures
"Adams, Thompson and Bender",2025-05-23,594068000,Tiger Global
Oneill Group,2025-05-23,389645000,Accel
Webb and Sons,2025-05-23,274603000,Sequoia
Dunn Ltd,2025-05-22,31851000,Andreessen Horowitz
Long Group,2025-05-22,226766000,Y Combinator
"Parker, Braun and Oliver",2025-05-22,212572000,Accel
Frye-Wallace,2025-05-22,184416000,SoftBank
Freeman Ltd,2025-05-22,101869000,Accel
Burton-Lee,2025-05-22,9461629000,Andreessen Horowitz
Zamora and Sons,2025-05-22,719107000,Andreessen Horowitz
Rodriguez Inc,2025-05-22,1016656000,Tiger Global
"Weiss, Barrera and Rios",2025-05-22,1779226000,Accel
York PLC,2025-05-22,175796000,Andreessen Horowitz
Arnold Ltd,2025-05-22,273708000,Y Combinator
Fox Ltd,2025-05-22,195689000,Accel
"Moody, Meyers and King",2025-05-22,683706000,Sequoia
Scott-Miller,2025-05-22,135660000,Sequoia
"Ward, Martinez and Alvarado",2025-05-22,1129696000,Accel
"Lloyd, Johnson and Parker",2025-05-22,639518000,Andreessen Horowitz
"Brown, Mclaughlin and Oconnor",2025-05-22,1377022000,Sequoia
Parker Group,2025-05-22,709806000,SoftBank
"Ford, Cooper and Hall",2025-05-22,235253000,Andreessen Horowitz
Jackson-Miller,2025-05-22,289493000,Index Ventures
Sanders-Lane,2025-05-21,626082000,SoftBank
"Norton, Johnson and Clark",2025-05-21,118107000,Andreessen Horowitz
"Clements, Hardy and Davis",2025-05-21,342312000,SoftBank
Hurley-Mcguire,2025-05-21,547100000,SoftBank
Koch Group,2025-05-21,5981344000,Andreessen Horowitz
Bond-Griffith,2025-05-21,270429000,Accel
Kerr-Miller,2025-05-21,538515000,Tiger Global
Phillips LLC,2025-05-21,196797000,Sequoia
Ellis-Andrews,2025-05-21,263492000,Y Combinator
Watson-Morrow,2025-05-21,50876000,Sequoia
"Reed, Dixon and Fischer",2025-05-21,486853000,Sequoia
Lee Inc,2025-05-21,96392000,Tiger Global
Cabrera-Turner,2025-05-21,832963000,SoftBank
Rivera-Flores,2025-05-21,1926391000,Y Combinator
Patterson-Collins,2025-05-20,228600000,Sequoia
"May, Elliott and Allen",2025-05-20,91679000,Andreessen Horowitz
"Davis, Johnson and Martin",2025-05-20,371354000,Index Ventures
Dean Ltd,2025-05-20,1056739000,Sequoia
Evans LLC,2025-05-20,689471000,Index Ventures
Morgan PLC,2025-05-20,154780000,Accel
Baker Group,2025-05-20,98088000,Y Combinator
Weiss PLC,2025-05-20,5469978000,Tiger Global
"Lewis, Duncan and Weber",2025-05-20,1028277000,Index Ventures
"Huber, Parker and Erickson",2025-05-20,121210000,Tiger Global
Kelly-Jackson,2025-05-20,290478000,Andreessen Horowitz
Maxwell Ltd,2025-05-20,715291000,Sequoia
Mcintyre-Peterson,2025-05-20,1370889000,SoftBank
"Perez, Cook and Miller",2025-05-20,949890000,Y Combinator
Hernandez Ltd,2025-05-19,542904000,Sequoia
Nelson PLC,2025-05-19,536647000,Tiger Global
Gallegos Group,2025-05-19,1285281000,SoftBank
Reed Group,2025-05-19,467625000,Tiger Global
Bell LLC,2025-05-19,510405000,Accel
Monroe and Sons,2025-05-19,730852000,Index Ventures
Cohen and Sons,2025-05-19,277105000,Andreessen Horowitz
Miller and Sons,2025-05-19,152700000,Accel
Lowe PLC,2025-05-19,478701000,Sequoia
Hughes LLC,2025-05-19,64057000,Accel
"Trevino, Duffy and Larsen",2025-05-19,609549000,Tiger Global
Gonzalez PLC,2025-05-19,3984995000,SoftBank
Martin Group,2025-05-19,318809000,SoftBank
Simpson Inc,2025-05-19,1798076000,Sequoia
Ramirez-Li,2025-05-19,337256000,Andreessen Horowitz
Pearson Ltd,2025-05-18,248238000,Sequoia
"Flores, Allen and Guzman",2025-05-18,732574000,Sequoia
Roach Ltd,2025-05-18,353438000,Index Ventures
Navarro Inc,2025-05-18,293968000,Accel
Arias Group,2025-05-18,41501000,Y Combinator
Pierce-Graham,2025-05-18,905790000,Index Ventures
Rogers PLC,2025-05-18,501331000,Tiger Global
Vasquez Group,2025-05-18,525635000,Index Ventures
Norris Inc,2025-05-18,55007000,Tiger Global
"Edwards, Ramirez and Foster",2025-05-18,3303681000,Sequoia
George-Dyer,2025-05-17,125309000,Index Ventures
Smith-Blankenship,2025-05-17,1249231000,Sequoia
Harris-Baker,2025-05-17,2944362000,Sequoia
Sullivan PLC,2025-05-17,165432000,Index Ventures
Johnson-Keller,2025-05-17,288952000,Andreessen Horowitz
"Curtis, Brown and Rose",2025-05-17,177934000,Y Combinator
"Anderson, Jackson and Chase",2025-05-17,2365003000,Y Combinator
Simmons-Rivers,2025-05-17,461173000,SoftBank
Stevens Ltd,2025-05-17,102620000,SoftBank
"Fuller, Thomas and Green",2025-05-17,493912000,Sequoia
George PLC,2025-05-17,4923357000,Index Ventures
"Anderson, Dickson and Schmidt",2025-05-17,387542000,Tiger Global
"Campbell, Jones and Chandler",2025-05-17,701113000,Y Combinator
Perry Group,2025-05-17,266681000,Index Ventures
"Jackson, Figueroa and Young",2025-05-16,179418000,Andreessen Horowitz
Vega-Rodriguez,2025-05-16,70853000,SoftBank
"Shah, Carter and Ortiz",2025-05-16,318348000,Index Ventures
"Douglas, Richards and Mathews",2025-05-16,465806000,Andreessen Horowitz
"Bauer, Day and Brown",2025-05-16,726656000,Tiger Global
Gonzalez-Mckenzie,2025-05-16,482357000,Y Combinator
"Hancock, Murphy and Elliott",2025-05-16,17716921000,Andreessen Horowitz
Rice-Ellis,2025-05-16,290337000,Tiger Global
"Hoffman, Nelson and Roth",2025-05-16,3118461000,Index Ventures
Schwartz-Brewer,2025-05-16,223804000,Tiger Global
Butler PLC,2025-05-16,275476000,Sequoia
Martinez-Gay,2025-05-16,638597000,Accel
"Cox, Smith and Clayton",2025-05-16,817957000,Tiger Global
Brown-Fisher,2025-05-16,1089385000,Y Combinator
Crawford Group,2025-05-16,14670873000,Accel
White Inc,2025-05-16,2574827000,Y Combinator
Smith-Dean,2025-05-16,47464000,Index Ventures
Mcconnell Group,2025-05-15,296933000,SoftBank
White PLC,2025-05-15,2307611000,Y Combinator
"Washington, Adams and Long",2025-05-15,318212000,Accel
"Griffin, Zuniga and Peters",2025-05-15,182697000,Index Ventures
"Cobb, Meyer and Hoffman",2025-05-15,356797000,Tiger Global
Newton-Dawson,2025-05-15,102058000,Tiger Global
"Wells, Ewing and Johnson",2025-05-15,978726000,Y Combinator
Yang-Peterson,2025-05-15,561886000,Index Ventures
Orozco-Mccarthy,2025-05-15,297278000,Andreessen Horowitz
Boone Inc,2025-05-15,169750000,Y Combinator
Lewis-House,2025-05-15,503084000,Andreessen Horowitz
Flores-Campbell,2025-05-15,274888000,SoftBank
"Hughes, Horton and Nguyen",2025-05-15,849434000,Andreessen Horowitz
"Lee, Carter and Velasquez",2025-05-15,740816000,Andreessen Horowitz
Cameron-Morrow,2025-05-15,1488578000,Sequoia
Johnson-Jones,2025-05-15,82827000,Tiger Global
"Gonzales, Quinn and Edwards",2025-05-15,479058000,Index Ventures
Reilly Ltd,2025-05-15,299459000,Sequoia
"Moses, Rodgers and Yoder",2025-05-15,579321000,Sequoia
Day-Zamora,2025-05-14,1539854000,Sequoia
Mora-Little,2025-05-14,1127316000,Y Combinator
Villarreal-Cortez,2025-05-14,358739000,Accel
Rojas Inc,2025-05-14,1180207000,Andreessen Horowitz
"Cameron, Gamble and Snyder",2025-05-14,142617000,Accel
Avila PLC,2025-05-14,2026383000,Index Ventures
Adkins and Sons,2025-05-14,977026000,Accel
Thomas-Brown,2025-05-14,667352000,Andreessen Horowitz
"Lopez, Green and Simmons",2025-05-14,1080359000,Sequoia
"Miller, Obrien and Coleman",2025-05-14,345403000,Andreessen Horowitz
"Smith, Stevens and Taylor",2025-05-14,420580000,Tiger Global
Peters-Anderson,2025-05-14,189480000,Andreessen Horowitz
Black-Sanchez,2025-05-13,367856000,SoftBank
"White, Greene and Jones",2025-05-13,535758000,Y Combinator
Gibbs Group,2025-05-13,629248000,Y Combinator
"Adams, Cortez and Fuller",2025-05-13,39482000,Sequoia
Chavez LLC,2025-05-13,1112889000,Andreessen Horowitz
"Mcdonald, Hunt and Blackwell",2025-05-13,364070000,SoftBank
Ross PLC,2025-05-13,559277000,Y Combinator
Brady LLC,2025-05-13,9323017000,Andreessen Horowitz
"Poole, Blake and Parks",2025-05-13,446563000,SoftBank
"Gordon, Schultz and Bennett",2025-05-13,428068000,Accel
Simmons-Adkins,2025-05-13,194854000,Sequoia
Walsh Group,2025-05-13,1819460000,SoftBank
Torres Group,2025-05-13,799307000,Andreessen Horowitz
Vargas PLC,2025-05-12,422316000,Sequoia
Sanders Ltd,2025-05-12,1685386000,Andreessen Horowitz
Johnson Ltd,2025-05-12,277961000,Sequoia
Strickland-Perez,2025-05-12,181964000,Tiger Global
Turner PLC,2025-05-12,179692000,Andreessen Horowitz
"Phillips, Barnes and Macias",2025-05-12,93118000,Y Combinator
"Johnson, Gentry and Mcclure",2025-05-12,235649000,Accel
Moreno-Porter,2025-05-12,377745000,Y Combinator
Jones PLC,2025-05-12,6489705000,SoftBank
Johnson Inc,2025-05-12,8109051000,Y Combinator
"Miller, Casey and Mills",2025-05-12,107267000,Y Combinator
"Kim, Sanders and French",2025-05-12,131066000,Accel
"Miller, Smith and Mata",2025-05-12,1548223000,Y Combinator
Carter Inc,2025-05-12,1558113000,SoftBank
Sims-Reynolds,2025-05-12,1334713000,Sequoia
"Glover, Davis and Lee",2025-05-12,63550000,Y Combinator
Orr PLC,2025-05-12,1239713000,Y Combinator
